IRIS_CODE;POPULATION_ACTIVE;Elèv.Etud.Stag.non_rémunérés_15-64_ans;Retraités_ou_Pré__15-64_ans;Autres_inactifs_15-64_ans;CSP+;CSP-;Actifs_occ_15_ans_ou_plus_voiture;Actifs_occ_15_ans_ou_plus_TC;0-2_ans;3-5_ans;6-10_ans;11-17_ans;18-24_ans;25-39_ans;40-54_ans;55-64_ans;65-79_ans;80_ans_et_+;Enseignement_sup;Sans_diplôme_ou_CEP_ou_BEPC;CAP_BEP_BAC_PRO;Men_1_personne_;Men_Autres_sans_famille_;Men_fam_princ_Couple_sans_enfant_;Men_fam_princ_Couple_avec_enfants_;Men_fam_princ_Famille_mono_;Fam_Couple_avec_enfants_;Fam_Monoparentales_;Fam_Couple_sans_enfant_
773330102;0.64;0.36;0.14;0.5;0.16;0.84;0.56;0.2;0.04;0.05;0.1;0.12;0.1;0.14;0.19;0.11;0.11;0.03;0.08;0.55;0.37;0.4;0.03;0.23;0.39;0.38;0.39;0.38;0.23
784230116;0.73;0.53;0.35;0.12;0.81;0.19;0.63;0.28;0.04;0.04;0.06;0.12;0.09;0.1;0.25;0.21;0.1;0.01;0.57;0.11;0.32;0.17;0.02;0.32;0.6;0.08;0.6;0.08;0.32
940220102;0.79;0.5;0.19;0.32;0.48;0.52;0.28;0.57;0.03;0.04;0.07;0.09;0.1;0.16;0.22;0.13;0.13;0.03;0.24;0.37;0.39;0.36;0.04;0.35;0.33;0.32;0.33;0.32;0.35
920070117;0.82;0.47;0.14;0.4;0.65;0.35;0.32;0.57;0.04;0.04;0.07;0.1;0.09;0.27;0.18;0.09;0.08;0.05;0.52;0.18;0.3;0.34;0.03;0.3;0.46;0.24;0.45;0.26;0.29
783620106;0.76;0.45;0.18;0.37;0.54;0.46;0.64;0.3;0.04;0.04;0.06;0.1;0.09;0.18;0.19;0.13;0.13;0.05;0.31;0.3;0.39;0.22;0.01;0.39;0.48;0.13;0.48;0.13;0.39
940710110;0.81;0.43;0.23;0.33;0.44;0.56;0.5;0.41;0.03;0.03;0.08;0.08;0.09;0.16;0.22;0.11;0.16;0.04;0.33;0.27;0.4;0.38;0.03;0.36;0.39;0.25;0.38;0.25;0.37
751145622;0.87;0.81;0.06;0.13;0.82;0.18;0.09;0.71;0.03;0.01;0.03;0.05;0.13;0.36;0.17;0.08;0.11;0.03;0.73;0.14;0.13;0.63;0.04;0.52;0.26;0.22;0.26;0.22;0.52
774070101;0.75;0.43;0.34;0.23;0.79;0.21;0.85;0.08;0.02;0.04;0.07;0.07;0.06;0.12;0.2;0.15;0.18;0.08;0.45;0.17;0.38;0.24;0.02;0.5;0.41;0.09;0.41;0.09;0.5
955850108;0.73;0.52;0.07;0.41;0.29;0.71;0.26;0.55;0.05;0.06;0.07;0.13;0.1;0.2;0.17;0.09;0.07;0.05;0.16;0.52;0.32;0.21;0.07;0.19;0.6;0.2;0.59;0.22;0.19
780290103;0.75;0.31;0.45;0.24;0.56;0.44;0.68;0.22;0.03;0.03;0.04;0.07;0.07;0.15;0.22;0.19;0.14;0.07;0.25;0.33;0.42;0.28;0.02;0.44;0.46;0.1;0.45;0.11;0.43
951270125;0.74;0.4;0.24;0.36;0.54;0.46;0.5;0.46;0.05;0.06;0.11;0.11;0.07;0.18;0.21;0.13;0.08;0;0.32;0.29;0.39;0.12;0;0.22;0.63;0.15;0.63;0.16;0.21
772840502;0.7;0.35;0.15;0.5;0.22;0.78;0.36;0.5;0.05;0.06;0.08;0.12;0.11;0.19;0.15;0.15;0.07;0.01;0.13;0.5;0.37;0.31;0.05;0.2;0.43;0.37;0.42;0.39;0.2
920260506;0.71;0.38;0.18;0.45;0.49;0.51;0.33;0.42;0.04;0.04;0.06;0.11;0.08;0.24;0.19;0.11;0.11;0.02;0.29;0.31;0.4;0.3;0.02;0.35;0.44;0.21;0.43;0.21;0.35
951270123;0.73;0.42;0.14;0.43;0.31;0.69;0.49;0.41;0.02;0.04;0.1;0.12;0.13;0.19;0.21;0.11;0.07;0.01;0.26;0.36;0.38;0.16;0.03;0.15;0.55;0.3;0.55;0.3;0.15
930480701;0.82;0.33;0.2;0.47;0.66;0.34;0.22;0.6;0.07;0.06;0.07;0.08;0.05;0.22;0.2;0.12;0.11;0.03;0.38;0.29;0.34;0.37;0.06;0.29;0.5;0.21;0.49;0.22;0.29
784900105;0.87;0.41;0.26;0.33;0.54;0.46;0.56;0.34;0.04;0.03;0.03;0.04;0.1;0.36;0.2;0.1;0.07;0.03;0.39;0.21;0.4;0.58;0.02;0.49;0.32;0.19;0.32;0.19;0.49
771520302;0.72;0.36;0.11;0.53;0.35;0.65;0.4;0.48;0.05;0.05;0.1;0.09;0.1;0.23;0.17;0.07;0.11;0.04;0.23;0.41;0.37;0.47;0.03;0.19;0.39;0.42;0.39;0.42;0.19
773370204;0.83;0.46;0.23;0.32;0.52;0.48;0.3;0.55;0.06;0.06;0.06;0.1;0.06;0.22;0.18;0.16;0.09;0.01;0.38;0.25;0.37;0.29;0.04;0.2;0.54;0.27;0.53;0.26;0.2
751197516;0.83;0.47;0.14;0.39;0.53;0.47;0.05;0.8;0.04;0.03;0.05;0.09;0.07;0.26;0.2;0.13;0.11;0.02;0.41;0.32;0.26;0.54;0.03;0.35;0.39;0.26;0.39;0.26;0.35
751166129;0.78;0.76;0.05;0.19;0.8;0.2;0.19;0.57;0.02;0.04;0.05;0.03;0.13;0.21;0.15;0.13;0.13;0.11;0.71;0.12;0.17;0.54;0.02;0.51;0.3;0.19;0.3;0.2;0.51
751041502;0.85;0.54;0.23;0.23;0.87;0.12;0.06;0.64;0.02;0.02;0.02;0.03;0.08;0.28;0.2;0.11;0.2;0.05;0.78;0.08;0.15;0.63;0.02;0.63;0.26;0.12;0.26;0.12;0.63
771220404;0.77;0.59;0.28;0.13;0.67;0.33;0.57;0.34;0.01;0.04;0.06;0.12;0.08;0.1;0.22;0.14;0.15;0.09;0.28;0.28;0.43;0.21;0.01;0.37;0.51;0.12;0.51;0.13;0.37
782420106;0.82;0.47;0.27;0.26;0.8;0.2;0.71;0.18;0.03;0.03;0.05;0.05;0.07;0.17;0.17;0.14;0.21;0.08;0.6;0.11;0.29;0.49;0;0.53;0.39;0.09;0.39;0.09;0.53
784230105;0.76;0.51;0.19;0.29;0.57;0.43;0.38;0.39;0.04;0.05;0.06;0.1;0.07;0.22;0.2;0.14;0.1;0.02;0.4;0.28;0.32;0.44;0.04;0.23;0.53;0.24;0.52;0.25;0.23
751176817;0.7;0.36;0.1;0.54;0.39;0.61;0.12;0.72;0.02;0.02;0.08;0.09;0.08;0.19;0.19;0.14;0.14;0.04;0.21;0.45;0.34;0.33;0.04;0.2;0.41;0.39;0.4;0.4;0.2
751156009;0.73;0.53;0.12;0.35;0.67;0.33;0.26;0.54;0.03;0.03;0.09;0.12;0.09;0.15;0.24;0.12;0.1;0.03;0.6;0.14;0.26;0.32;0.02;0.27;0.43;0.3;0.42;0.3;0.27
751145602;0.83;0.44;0.29;0.27;0.42;0.58;0.07;0.8;0.03;0.04;0.05;0.09;0.05;0.27;0.18;0.12;0.13;0.04;0.3;0.32;0.39;0.52;0.01;0.29;0.3;0.41;0.3;0.42;0.28
772840301;0.75;0.3;0.2;0.51;0.31;0.69;0.4;0.45;0.06;0.04;0.09;0.11;0.06;0.18;0.2;0.1;0.13;0.03;0.15;0.42;0.43;0.34;0.03;0.33;0.38;0.3;0.37;0.31;0.33
930720106;0.78;0.3;0.11;0.59;0.22;0.78;0.33;0.55;0.06;0.07;0.07;0.08;0.07;0.23;0.19;0.09;0.1;0.04;0.1;0.47;0.44;0.34;0.04;0.18;0.4;0.41;0.4;0.41;0.18
920240303;0.81;0.56;0.17;0.27;0.6;0.4;0.21;0.49;0.03;0.03;0.08;0.08;0.1;0.17;0.21;0.1;0.16;0.04;0.38;0.25;0.37;0.33;0.03;0.28;0.46;0.26;0.46;0.26;0.28
771220403;0.75;0.44;0.28;0.28;0.55;0.45;0.65;0.3;0.03;0.03;0.07;0.09;0.11;0.19;0.24;0.17;0.07;0.01;0.3;0.25;0.45;0.16;0.02;0.32;0.58;0.1;0.56;0.12;0.32
950630101;0.72;0.28;0.11;0.6;0.48;0.52;0.35;0.55;0.05;0.03;0.06;0.08;0.1;0.24;0.23;0.1;0.09;0.02;0.26;0.38;0.37;0.3;0.02;0.29;0.55;0.15;0.55;0.16;0.29
920480207;0.79;0.54;0.26;0.2;0.77;0.23;0.38;0.4;0.03;0.04;0.05;0.07;0.07;0.19;0.19;0.14;0.15;0.07;0.6;0.13;0.27;0.36;0.03;0.5;0.44;0.06;0.44;0.06;0.5
920260501;0.77;0.62;0.11;0.27;0.79;0.21;0.2;0.57;0.03;0.03;0.05;0.08;0.1;0.25;0.19;0.12;0.12;0.02;0.66;0.1;0.24;0.3;0.05;0.43;0.46;0.11;0.46;0.11;0.43
920040706;0.77;0.55;0.18;0.28;0.56;0.44;0.3;0.56;0.04;0.03;0.05;0.09;0.12;0.23;0.18;0.16;0.09;0.01;0.38;0.26;0.37;0.21;0;0.25;0.54;0.21;0.53;0.21;0.26
940810209;0.73;0.34;0.26;0.4;0.54;0.46;0.41;0.47;0.03;0.01;0.06;0.08;0.07;0.19;0.21;0.15;0.14;0.05;0.33;0.29;0.38;0.35;0.02;0.35;0.45;0.19;0.44;0.2;0.36
751114110;0.82;0.38;0.19;0.43;0.71;0.29;0.07;0.7;0.03;0.02;0.05;0.06;0.08;0.36;0.2;0.11;0.07;0.01;0.56;0.21;0.23;0.58;0.05;0.34;0.44;0.22;0.45;0.22;0.33
751051801;0.81;0.74;0.12;0.14;0.83;0.17;0.05;0.63;0.03;0.02;0.03;0.04;0.11;0.3;0.17;0.1;0.13;0.06;0.76;0.08;0.16;0.62;0.02;0.53;0.35;0.12;0.35;0.12;0.53
751072806;0.69;0.7;0.1;0.2;0.73;0.27;0.31;0.4;0.02;0.02;0.03;0.08;0.09;0.11;0.18;0.13;0.22;0.13;0.65;0.15;0.2;0.45;0.02;0.52;0.37;0.12;0.37;0.12;0.52
751145308;0.82;0.66;0.2;0.13;0.73;0.27;0.08;0.72;0.03;0.04;0.05;0.06;0.08;0.2;0.21;0.12;0.15;0.04;0.64;0.09;0.26;0.58;0.01;0.37;0.36;0.27;0.36;0.27;0.37
751093301;0.83;0.6;0.13;0.27;0.88;0.12;0.08;0.52;0.03;0.03;0.04;0.07;0.09;0.33;0.17;0.1;0.12;0.03;0.79;0.09;0.12;0.52;0.04;0.5;0.39;0.12;0.39;0.12;0.5
751114104;0.86;0.55;0.09;0.35;0.86;0.14;0.09;0.65;0.03;0.02;0.04;0.04;0.1;0.39;0.19;0.1;0.08;0.02;0.71;0.12;0.17;0.55;0.07;0.52;0.36;0.12;0.36;0.12;0.52
916450105;0.77;0.64;0.22;0.14;0.86;0.14;0.67;0.19;0.01;0.02;0.06;0.08;0.06;0.09;0.19;0.16;0.2;0.13;0.65;0.13;0.22;0.32;0.02;0.52;0.4;0.08;0.4;0.08;0.52
954870102;0.78;0.32;0.17;0.51;0.23;0.77;0.62;0.22;0.04;0.05;0.1;0.15;0.1;0.18;0.19;0.11;0.08;0.01;0.07;0.56;0.38;0.27;0.01;0.16;0.49;0.35;0.48;0.36;0.15
920260504;0.77;0.5;0.11;0.39;0.62;0.38;0.24;0.53;0.05;0.05;0.08;0.09;0.09;0.25;0.18;0.09;0.11;0.02;0.46;0.23;0.31;0.33;0.03;0.29;0.49;0.21;0.49;0.21;0.29
786460205;0.78;0.52;0.17;0.31;0.91;0.09;0.49;0.33;0.04;0.02;0.06;0.07;0.07;0.11;0.2;0.12;0.19;0.12;0.75;0.07;0.19;0.3;0.01;0.53;0.4;0.07;0.4;0.07;0.53
751072803;0.81;0.71;0.02;0.27;0.82;0.18;0.12;0.68;0.02;0.01;0.03;0.04;0.17;0.32;0.17;0.08;0.11;0.07;0.68;0.12;0.19;0.7;0.03;0.62;0.26;0.12;0.26;0.12;0.62
751072504;0.72;0.72;0.08;0.2;0.82;0.18;0.17;0.43;0.03;0.02;0.03;0.07;0.14;0.18;0.18;0.13;0.16;0.07;0.76;0.11;0.13;0.44;0.05;0.45;0.38;0.17;0.38;0.17;0.45
751031103;0.84;0.61;0.03;0.35;0.82;0.18;0.08;0.55;0.01;0.01;0.04;0.05;0.09;0.28;0.19;0.09;0.17;0.07;0.69;0.12;0.19;0.55;0.03;0.63;0.25;0.12;0.25;0.12;0.63
751072505;0.76;0.64;0.14;0.22;0.8;0.2;0.14;0.49;0.01;0.03;0.03;0.08;0.09;0.2;0.18;0.13;0.17;0.08;0.73;0.14;0.13;0.57;0.02;0.53;0.36;0.11;0.36;0.11;0.53
930660702;0.72;0.34;0.07;0.59;0.22;0.78;0.23;0.63;0.05;0.06;0.11;0.1;0.08;0.18;0.24;0.1;0.06;0.01;0.16;0.51;0.33;0.31;0.05;0.21;0.55;0.24;0.53;0.25;0.21
771220301;0.75;0.37;0.2;0.43;0.43;0.57;0.49;0.38;0.03;0.05;0.08;0.09;0.09;0.21;0.16;0.13;0.13;0.03;0.25;0.27;0.48;0.23;0.02;0.31;0.42;0.27;0.42;0.28;0.3
940171101;0.74;0.33;0.11;0.56;0.37;0.63;0.23;0.72;0.05;0.05;0.06;0.07;0.09;0.23;0.21;0.13;0.09;0.03;0.13;0.49;0.38;0.24;0.05;0.19;0.45;0.36;0.43;0.38;0.19
920500504;0.71;0.41;0.15;0.45;0.36;0.64;0.16;0.71;0.04;0.03;0.09;0.11;0.11;0.16;0.21;0.13;0.09;0.03;0.21;0.43;0.36;0.24;0.04;0.21;0.47;0.32;0.45;0.34;0.21
930080109;0.64;0.36;0.04;0.61;0.23;0.77;0.16;0.8;0.05;0.06;0.08;0.13;0.11;0.18;0.19;0.12;0.07;0.02;0.09;0.57;0.34;0.22;0.03;0.19;0.43;0.38;0.43;0.38;0.19
920510411;0.78;0.67;0.11;0.22;0.86;0.13;0.32;0.44;0.02;0.02;0.05;0.09;0.07;0.17;0.18;0.11;0.19;0.09;0.66;0.13;0.21;0.52;0.02;0.5;0.4;0.1;0.4;0.1;0.5
940210104;0.79;0.33;0.1;0.58;0.37;0.63;0.6;0.3;0.03;0.02;0.08;0.06;0.06;0.23;0.24;0.13;0.11;0.04;0.33;0.33;0.34;0.3;0.07;0.28;0.45;0.26;0.44;0.27;0.28
940760111;0.45;0.13;0.07;0.8;0.75;0.25;0.32;0.43;0.02;0.02;0.03;0.07;0.06;0.25;0.27;0.14;0.1;0.03;0.37;0.35;0.28;0.45;0.01;0.38;0.47;0.14;0.47;0.14;0.39
781580105;0.83;0.46;0.31;0.24;0.75;0.25;0.57;0.29;0.03;0.03;0.05;0.07;0.06;0.22;0.2;0.12;0.17;0.05;0.62;0.13;0.25;0.55;0.01;0.53;0.31;0.16;0.31;0.16;0.53
771080302;0.73;0.49;0.37;0.14;0.55;0.45;0.63;0.32;0.03;0.03;0.08;0.09;0.07;0.14;0.18;0.15;0.2;0.03;0.34;0.17;0.49;0.21;0.01;0.43;0.47;0.11;0.46;0.12;0.42
784810105;0.85;0.5;0.22;0.28;0.78;0.22;0.42;0.42;0.04;0.04;0.05;0.07;0.03;0.18;0.18;0.09;0.2;0.12;0.62;0.12;0.26;0.4;0.01;0.51;0.39;0.1;0.39;0.1;0.51
786740104;0.79;0.51;0.26;0.24;0.79;0.2;0.74;0.19;0.03;0.04;0.08;0.1;0.08;0.14;0.22;0.16;0.14;0.02;0.52;0.15;0.33;0.17;0.02;0.39;0.55;0.06;0.53;0.06;0.41
952520110;0.79;0.47;0.26;0.26;0.6;0.4;0.49;0.38;0.04;0.04;0.08;0.11;0.06;0.23;0.2;0.11;0.1;0.03;0.38;0.22;0.4;0.26;0.01;0.39;0.48;0.14;0.48;0.14;0.39
940790104;0.7;0.43;0.2;0.37;0.65;0.35;0.55;0.4;0.01;0.03;0.06;0.1;0.07;0.13;0.26;0.14;0.16;0.03;0.38;0.29;0.32;0.25;0.01;0.43;0.52;0.05;0.5;0.06;0.43
784230115;0.81;0.49;0.27;0.24;0.71;0.29;0.62;0.3;0.03;0.05;0.06;0.09;0.09;0.17;0.25;0.16;0.09;0.01;0.56;0.15;0.3;0.28;0.01;0.28;0.51;0.21;0.51;0.21;0.28
951270115;0.73;0.49;0.13;0.38;0.33;0.67;0.4;0.5;0.05;0.05;0.1;0.13;0.11;0.22;0.18;0.1;0.05;0.01;0.2;0.43;0.37;0.24;0.02;0.19;0.53;0.29;0.53;0.29;0.19
751135202;0.84;0.6;0.24;0.16;0.82;0.18;0.13;0.66;0.03;0.02;0.03;0.05;0.08;0.27;0.18;0.13;0.16;0.06;0.7;0.14;0.16;0.52;0.08;0.53;0.37;0.1;0.37;0.1;0.53
751093310;0.84;0.52;0.2;0.28;0.84;0.16;0.08;0.54;0.02;0.03;0.04;0.05;0.08;0.23;0.2;0.15;0.13;0.06;0.66;0.12;0.21;0.49;0.07;0.47;0.41;0.12;0.41;0.12;0.47
751031102;0.82;0.7;0.09;0.21;0.87;0.13;0.08;0.65;0.02;0.02;0.03;0.07;0.09;0.26;0.23;0.09;0.12;0.06;0.75;0.08;0.16;0.53;0.04;0.49;0.32;0.19;0.32;0.19;0.49
751062101;0.73;0.74;0.07;0.19;0.86;0.14;0.07;0.62;0.01;0.01;0.02;0.04;0.22;0.21;0.17;0.13;0.13;0.07;0.75;0.1;0.15;0.63;0.04;0.59;0.28;0.12;0.28;0.12;0.59
751062304;0.68;0.69;0.08;0.23;0.86;0.14;0.15;0.45;0.02;0.02;0.05;0.07;0.12;0.16;0.18;0.13;0.17;0.08;0.8;0.05;0.14;0.46;0.03;0.5;0.36;0.14;0.36;0.14;0.5
911610101;0.86;0.47;0.28;0.25;0.69;0.31;0.73;0.21;0.06;0.07;0.07;0.06;0.05;0.21;0.24;0.09;0.11;0.04;0.46;0.17;0.38;0.29;0.03;0.33;0.48;0.19;0.48;0.19;0.33
751145304;0.82;0.76;0.07;0.17;0.84;0.16;0.09;0.69;0.02;0.01;0.03;0.05;0.15;0.32;0.17;0.09;0.11;0.05;0.76;0.08;0.15;0.62;0.04;0.62;0.25;0.14;0.25;0.14;0.62
751155721;0.83;0.69;0.15;0.16;0.84;0.16;0.13;0.65;0.04;0.01;0.05;0.05;0.12;0.24;0.16;0.09;0.15;0.1;0.78;0.08;0.14;0.57;0.03;0.51;0.33;0.16;0.33;0.16;0.51
784980115;0.76;0.19;0.19;0.62;0.31;0.69;0.48;0.4;0.07;0.07;0.07;0.07;0.06;0.23;0.18;0.12;0.09;0.04;0.21;0.45;0.34;0.3;0.01;0.3;0.53;0.17;0.53;0.17;0.3
930710105;0.72;0.34;0.09;0.57;0.25;0.75;0.4;0.54;0.05;0.05;0.09;0.1;0.08;0.17;0.19;0.11;0.11;0.05;0.1;0.5;0.4;0.3;0.04;0.26;0.49;0.25;0.48;0.27;0.25
751197524;0.8;0.57;0.14;0.29;0.8;0.2;0.07;0.75;0.04;0.03;0.04;0.04;0.12;0.25;0.2;0.09;0.13;0.06;0.59;0.19;0.22;0.57;0.03;0.46;0.37;0.17;0.37;0.18;0.45
751166310;0.72;0.57;0.11;0.31;0.82;0.18;0.29;0.47;0.02;0.03;0.04;0.08;0.11;0.14;0.2;0.14;0.18;0.07;0.71;0.09;0.19;0.49;0.02;0.53;0.37;0.1;0.37;0.1;0.53
751187008;0.86;0.6;0.16;0.24;0.83;0.17;0.06;0.68;0.03;0.01;0.04;0.06;0.08;0.3;0.18;0.13;0.14;0.05;0.73;0.1;0.17;0.58;0.03;0.55;0.31;0.14;0.31;0.14;0.55
773790102;0.77;0.39;0.29;0.32;0.53;0.47;0.63;0.15;0.02;0.03;0.05;0.09;0.08;0.15;0.21;0.13;0.16;0.07;0.31;0.31;0.38;0.35;0.01;0.45;0.4;0.15;0.4;0.15;0.45
751155902;0.84;0.54;0.15;0.31;0.84;0.16;0.11;0.71;0.03;0.02;0.04;0.04;0.1;0.31;0.15;0.1;0.14;0.08;0.76;0.09;0.15;0.61;0.04;0.59;0.31;0.09;0.31;0.1;0.59
751083203;0.77;0.66;0.04;0.3;0.72;0.28;0.19;0.35;0.02;0.03;0.06;0.11;0.09;0.16;0.23;0.14;0.12;0.05;0.66;0.16;0.17;0.31;0.02;0.39;0.43;0.18;0.42;0.2;0.38
751145611;0.78;0.53;0.18;0.29;0.61;0.39;0.12;0.64;0.01;0.03;0.04;0.06;0.11;0.22;0.17;0.14;0.17;0.05;0.36;0.31;0.33;0.46;0.05;0.31;0.37;0.32;0.37;0.33;0.3
930700112;0.81;0.47;0.03;0.5;0.51;0.49;0.19;0.65;0.03;0.04;0.05;0.08;0.09;0.35;0.23;0.07;0.03;0.03;0.38;0.26;0.36;0.48;0.05;0.41;0.37;0.22;0.36;0.23;0.41
920120304;0.74;0.32;0.32;0.36;0.48;0.52;0.2;0.4;0.02;0.03;0.05;0.08;0.05;0.18;0.17;0.16;0.23;0.03;0.23;0.45;0.32;0.28;0.03;0.33;0.42;0.25;0.41;0.26;0.33
772880102;0.74;0.49;0.05;0.46;0.33;0.67;0.21;0.46;0.07;0.05;0.09;0.15;0.1;0.32;0.15;0.04;0.02;0;0.25;0.37;0.38;0.27;0.02;0.26;0.59;0.15;0.58;0.17;0.25
785510108;0.79;0.34;0.33;0.34;0.66;0.34;0.4;0.4;0.04;0.02;0.06;0.04;0.04;0.23;0.17;0.13;0.15;0.11;0.5;0.22;0.28;0.52;0.02;0.47;0.34;0.19;0.34;0.19;0.47
940600104;0.78;0.6;0.18;0.22;0.41;0.59;0.67;0.24;0.04;0.04;0.09;0.11;0.08;0.18;0.26;0.09;0.07;0.05;0.25;0.32;0.43;0.2;0.02;0.18;0.72;0.1;0.72;0.1;0.18
951970107;0.8;0.51;0.1;0.39;0.41;0.59;0.33;0.61;0.06;0.06;0.08;0.1;0.07;0.27;0.18;0.09;0.06;0.02;0.36;0.28;0.36;0.25;0.04;0.3;0.48;0.22;0.47;0.23;0.29
920190114;0.76;0.65;0.18;0.17;0.85;0.15;0.54;0.29;0.02;0.03;0.03;0.08;0.08;0.16;0.18;0.12;0.18;0.13;0.68;0.14;0.19;0.32;0.01;0.56;0.35;0.1;0.34;0.1;0.56
751166401;0.77;0.71;0.04;0.25;0.76;0.24;0.22;0.42;0.01;0.03;0.06;0.11;0.08;0.13;0.22;0.14;0.16;0.07;0.66;0.13;0.21;0.48;0.02;0.45;0.41;0.14;0.41;0.14;0.45
751186911;0.79;0.62;0.16;0.22;0.88;0.12;0.17;0.49;0.03;0.02;0.03;0.06;0.07;0.2;0.17;0.11;0.19;0.12;0.7;0.15;0.15;0.56;0.03;0.54;0.3;0.16;0.3;0.16;0.54
770790102;0.78;0.38;0.22;0.4;0.38;0.62;0.69;0.23;0.04;0.04;0.06;0.1;0.08;0.16;0.19;0.12;0.14;0.08;0.16;0.34;0.51;0.36;0.02;0.39;0.4;0.21;0.4;0.21;0.39
930500109;0.75;0.38;0.21;0.4;0.32;0.68;0.27;0.57;0.04;0.03;0.07;0.08;0.11;0.18;0.19;0.16;0.11;0.02;0.16;0.4;0.43;0.37;0.02;0.2;0.41;0.39;0.41;0.39;0.2
784900106;0.9;0.34;0.45;0.21;0.59;0.41;0.5;0.34;0.06;0.04;0.06;0.06;0.07;0.26;0.17;0.09;0.16;0.03;0.39;0.25;0.36;0.37;0.01;0.42;0.48;0.1;0.48;0.1;0.42
751114310;0.88;0.46;0.27;0.27;0.84;0.16;0.06;0.69;0.03;0.02;0.02;0.03;0.1;0.4;0.19;0.1;0.07;0.03;0.77;0.1;0.13;0.65;0.04;0.58;0.26;0.16;0.25;0.18;0.57
952180102;0.82;0.48;0.22;0.3;0.5;0.5;0.59;0.33;0.04;0.04;0.08;0.08;0.08;0.2;0.17;0.12;0.12;0.06;0.31;0.31;0.38;0.32;0.02;0.34;0.5;0.15;0.5;0.16;0.34
913400102;0.8;0.46;0.32;0.22;0.5;0.5;0.69;0.18;0.04;0.04;0.08;0.11;0.07;0.18;0.24;0.14;0.1;0;0.3;0.22;0.49;0.3;0.02;0.35;0.44;0.21;0.44;0.22;0.34
912280111;0.74;0.4;0.12;0.48;0.39;0.61;0.51;0.34;0.08;0.05;0.07;0.1;0.09;0.23;0.2;0.1;0.07;0.01;0.29;0.31;0.4;0.35;0.03;0.24;0.57;0.19;0.57;0.19;0.24
783220103;0.17;0.98;0;0.02;0.25;0.75;0.29;0.26;0;0;0;0;0.74;0.23;0.01;0.01;0;0;0.64;0.07;0.29;0.95;0.01;0.67;0.33;0;0.33;0;0.67
772510104;0.72;0.59;0.3;0.11;0.5;0.5;0.65;0.27;0.05;0.02;0.11;0.12;0.12;0.16;0.22;0.12;0.08;0;0.27;0.2;0.52;0.19;0;0.15;0.6;0.25;0.58;0.27;0.14
956800114;0.69;0.4;0.1;0.5;0.26;0.74;0.32;0.63;0.05;0.06;0.1;0.15;0.1;0.18;0.17;0.1;0.07;0.01;0.18;0.46;0.36;0.29;0.08;0.14;0.53;0.34;0.54;0.32;0.14
751103802;0.85;0.56;0.08;0.36;0.74;0.26;0.06;0.65;0.03;0.02;0.04;0.05;0.09;0.3;0.25;0.11;0.07;0.03;0.59;0.24;0.17;0.48;0.06;0.46;0.36;0.18;0.36;0.18;0.46
930720109;0.72;0.51;0.13;0.36;0.33;0.67;0.37;0.55;0.03;0.03;0.06;0.11;0.15;0.2;0.18;0.11;0.12;0.02;0.15;0.51;0.34;0.44;0.02;0.28;0.45;0.28;0.44;0.29;0.27
751114303;0.81;0.45;0.24;0.31;0.56;0.44;0.08;0.73;0.01;0.02;0.04;0.06;0.08;0.23;0.24;0.15;0.12;0.05;0.38;0.31;0.3;0.53;0.02;0.39;0.28;0.33;0.28;0.33;0.39
751166311;0.75;0.58;0.16;0.26;0.77;0.23;0.28;0.42;0.02;0.03;0.04;0.09;0.12;0.15;0.21;0.17;0.14;0.04;0.72;0.13;0.16;0.42;0.01;0.46;0.4;0.14;0.4;0.14;0.46
920230507;0.81;0.46;0.32;0.22;0.67;0.33;0.45;0.35;0.04;0.04;0.05;0.07;0.06;0.23;0.19;0.15;0.13;0.06;0.43;0.25;0.33;0.3;0.04;0.43;0.44;0.13;0.44;0.13;0.42
751052002;0.73;0.77;0.07;0.16;0.86;0.14;0.11;0.62;0.01;0.02;0.03;0.09;0.16;0.19;0.19;0.11;0.13;0.07;0.81;0.06;0.13;0.52;0.03;0.43;0.42;0.16;0.42;0.16;0.43
772840504;0.74;0.46;0.12;0.42;0.25;0.75;0.5;0.36;0.04;0.06;0.11;0.11;0.07;0.18;0.16;0.1;0.1;0.06;0.17;0.39;0.44;0.28;0.02;0.24;0.47;0.29;0.47;0.29;0.24
951270101;0.5;0.84;0.05;0.11;0.57;0.41;0.47;0.35;0.02;0.02;0.04;0.07;0.35;0.11;0.15;0.09;0.1;0.04;0.44;0.18;0.38;0.35;0.12;0.34;0.35;0.32;0.35;0.32;0.34
930610105;0.76;0.36;0.21;0.43;0.54;0.46;0.27;0.54;0.03;0.04;0.06;0.08;0.08;0.18;0.2;0.14;0.14;0.04;0.28;0.43;0.3;0.43;0.03;0.34;0.33;0.33;0.32;0.33;0.35
781260109;0.81;0.66;0.08;0.25;0.85;0.15;0.63;0.21;0.03;0.04;0.07;0.12;0.08;0.14;0.26;0.11;0.12;0.04;0.7;0.1;0.2;0.33;0.01;0.33;0.53;0.14;0.53;0.14;0.33
783220104;0.81;0.66;0.15;0.19;0.91;0.09;0.7;0.17;0.03;0.04;0.08;0.1;0.05;0.11;0.24;0.1;0.19;0.06;0.68;0.09;0.23;0.25;0.01;0.43;0.48;0.1;0.48;0.1;0.43
